Customer_ID,Age,Income_Level,Employment_Status,Credit_Score,Card_Issuance_Date,Monthly_Spend,Delinquency_Status,Outstanding_Balance,Bank_Name,Region,Delinquency_Reason,Card_Utilization,Regulatory_Change,Net_Growth_Impact
6995,30,Medium,Self-Employed,577,2021-01-31,22367.42,0,45854.08,RBL,North,None,25.96,0,0
6996,34,Low,Employed,627,2020-07-13,2584.54,0,3345.37,HDFC,Central,None,0.0,0,1
6997,44,Low,Employed,672,2021-01-20,13834.67,0,37360.38,IDFC First,East,None,20.76,0,1
6998,31,High,Employed,641,2020-11-15,79420.28,1,240302.56,HDFC,Central,Medical,15.83,1,0
6999,36,Low,Employed,697,2021-03-28,4381.95,0,11702.34,HDFC,East,None,57.82,0,0
7000,40,Medium,Employed,784,2022-08-30,12154.16,0,41533.19,ICICI,North,None,21.42,0,1
7001,44,High,Employed,627,2020-08-09,22971.31,0,37469.09,ICICI,Central,None,68.78,0,1
7002,19,High,Employed,691,2021-01-15,30497.24,0,49371.54,HDFC,West,None,25.38,0,1
7003,44,Medium,Employed,699,2022-11-22,37431.52,0,63964.4,RBL,East,None,52.47,0,1
7004,34,Low,Employed,679,2023-01-17,5121.12,0,7165.62,SBI,North,None,78.29,0,0
7005,44,High,Employed,605,2021-05-25,42558.87,0,88686.33,IDFC First,Central,None,52.48,0,0
7006,44,Low,Employed,661,2021-03-03,5654.13,0,12204.3,HDFC,South,None,78.66,0,0
7007,53,High,Employed,661,2020-06-05,0.0,0,0.0,ICICI,South,None,21.1,0,1
7008,50,Medium,Employed,738,2022-04-25,14441.0,0,49056.72,HDFC,South,None,64.05,0,0
7009,50,Medium,Student,685,2022-03-12,19526.08,0,56031.05,SBI,East,None,26.06,0,1
7010,51,Low,Employed,606,2022-03-22,15605.95,0,16684.91,Others,South,None,59.89,0,1
7011,39,Medium,Self-Employed,656,2021-01-30,2499.74,0,8259.85,IDFC First,East,None,38.88,0,1
7012,37,High,Employed,669,2021-02-10,58881.74,0,81758.43,Axis,North,None,45.41,0,1
7013,45,High,Unemployed,747,2021-05-27,44509.1,0,17865.0,HDFC,West,None,40.01,0,1
7014,44,Low,Student,677,2020-09-22,7490.57,0,24898.46,Axis,East,None,33.91,0,0
7015,33,High,Employed,635,2021-02-20,19082.27,0,66992.51,ICICI,South,None,42.74,0,0
7016,41,Low,Unemployed,583,2022-09-23,14128.03,0,54577.41,HDFC,East,None,48.84,1,0
7017,36,Medium,Employed,677,2020-04-01,23311.6,0,64611.12,Kotak Mahindra,South,None,10.21,0,1
7018,28,Medium,Employed,721,2021-06-19,19516.91,0,77586.16,RBL,South,None,34.61,0,1
7019,49,Low,Employed,729,2020-05-23,7463.13,0,6589.34,ICICI,North,None,53.17,1,0
7020,37,Low,Employed,712,2022-09-09,12627.81,0,27003.55,HDFC,West,None,43.28,0,1
7021,57,Medium,Employed,687,2021-11-04,11370.55,0,38776.33,RBL,East,None,59.47,0,0
7022,20,Low,Employed,691,2021-12-14,15114.69,0,37704.23,HDFC,South,None,10.66,0,0
7023,31,Low,Employed,692,2020-12-29,18948.31,1,56894.02,Others,South,Job Loss,46.41,0,0
7024,37,Medium,Self-Employed,573,2022-01-11,16892.0,1,50315.91,HDFC,North,Medical,55.48,0,0
7025,48,High,Employed,696,2020-10-21,65775.7,0,223179.91,Axis,East,None,35.0,0,1
7026,40,Medium,Employed,665,2020-09-29,14089.87,0,62452.0,Axis,East,None,32.44,0,1
7027,40,Low,Employed,600,2021-09-21,2303.18,0,6896.52,SBI,South,None,66.99,0,0
7028,25,Low,Employed,845,2020-11-21,5056.97,0,15744.12,Kotak Mahindra,East,None,0.0,0,0
7029,25,Medium,Employed,718,2021-03-27,24047.69,1,38251.18,Axis,South,Job Loss,30.36,0,1
7030,40,Medium,Employed,700,2020-07-23,17535.11,0,36121.1,Others,South,None,28.87,0,0
7031,23,Medium,Employed,677,2023-02-21,23971.9,0,63826.92,HDFC,West,None,52.64,0,1
7032,31,High,Employed,743,2020-04-10,45066.79,0,105668.73,SBI,North,None,60.76,0,0
7033,42,Medium,Unemployed,560,2021-12-07,15648.58,0,21016.25,SBI,West,None,61.56,0,1
7034,27,Low,Employed,681,2022-09-09,1829.82,0,6405.48,Kotak Mahindra,West,None,27.65,0,0
7035,53,High,Employed,642,2021-09-27,39213.17,0,78129.96,HDFC,North,None,45.58,0,1
7036,49,Medium,Employed,743,2021-03-23,6167.01,0,15281.96,RBL,North,None,29.58,0,1
7037,21,Medium,Student,610,2021-02-18,20621.14,0,25674.69,HDFC,West,None,61.02,0,1
7038,27,High,Self-Employed,746,2021-07-14,46544.15,0,147262.93,HDFC,South,None,45.98,0,1
7039,18,High,Employed,694,2021-12-27,0.0,0,0.0,SBI,East,None,38.69,0,1
7040,29,Medium,Employed,746,2020-11-09,32613.83,0,101057.0,HDFC,East,None,44.18,0,0
7041,44,Low,Employed,723,2021-04-06,6271.89,1,0.0,Others,North,Medical,58.68,1,0
7042,32,High,Employed,763,2023-02-02,50063.78,0,87117.17,Axis,Central,None,46.97,1,1
7043,41,Medium,Self-Employed,623,2021-04-13,13407.72,0,45174.04,RBL,East,None,34.2,0,0
7044,21,Medium,Employed,754,2020-10-20,15858.24,0,38690.68,Others,Central,None,36.25,0,0
7045,44,Medium,Employed,588,2020-07-23,35997.46,0,167114.17,HDFC,East,None,54.99,0,1
7046,31,Medium,Employed,702,2022-10-12,6405.48,0,18005.89,Axis,North,None,19.59,0,0
7047,37,High,Self-Employed,647,2021-12-02,29667.24,0,100359.74,SBI,North,None,59.35,0,1
7048,36,Medium,Employed,615,2022-08-20,20449.88,0,65302.05,Kotak Mahindra,East,None,1.47,0,1
7049,24,High,Unemployed,576,2021-08-06,0.0,0,0.0,Axis,North,None,41.46,0,0
7050,25,High,Employed,661,2021-02-02,21326.28,0,47370.95,Federal,South,None,26.91,0,1
7051,46,High,Self-Employed,668,2021-07-06,56162.8,0,178309.54,SBI,South,None,97.57,0,1
7052,40,Medium,Employed,668,2020-06-25,7125.73,0,20957.4,HDFC,West,None,0.0,0,0
7053,47,High,Employed,704,2020-04-08,43053.81,0,32683.3,Kotak Mahindra,South,None,33.94,0,1
7054,40,Low,Self-Employed,630,2021-03-17,9674.86,0,33902.82,HDFC,West,None,26.32,0,0
7055,38,Low,Unemployed,601,2022-06-26,10510.02,0,27892.13,ICICI,North,None,56.84,0,0
7056,19,High,Employed,682,2022-02-27,18779.47,0,11041.65,Federal,Central,None,65.23,0,1
7057,34,Medium,Self-Employed,690,2022-07-15,21569.07,0,40490.46,Others,East,None,38.21,0,0
7058,36,Low,Self-Employed,730,2020-11-12,2122.65,1,6740.62,SBI,West,Overspending,0.0,0,1
7059,56,Low,Employed,751,2021-11-23,6502.15,0,12208.43,RBL,West,None,78.31,0,0
7060,43,Low,Unemployed,644,2020-12-29,12324.55,1,23979.15,HDFC,East,Overspending,60.07,0,1
7061,52,Medium,Employed,725,2022-04-20,11472.26,0,37179.73,Federal,East,None,76.36,0,1
7062,42,Medium,Self-Employed,698,2022-08-13,25293.96,0,45765.65,ICICI,North,None,37.24,0,1
7063,29,Low,Employed,681,2021-10-12,7605.15,0,24137.49,HDFC,East,None,46.8,0,0
7064,38,High,Employed,754,2021-10-24,55142.95,0,71013.77,ICICI,West,None,29.91,0,1
7065,39,Low,Unemployed,575,2022-01-05,0.0,1,0.0,Axis,South,Medical,0.0,0,0
7066,27,Medium,Employed,577,2022-05-31,31760.29,0,115500.34,RBL,North,None,32.1,0,1
7067,33,Medium,Employed,637,2020-07-20,1951.53,0,5213.08,ICICI,Central,None,22.07,0,0
7068,34,Medium,Unemployed,714,2022-06-05,7707.59,0,19294.3,HDFC,North,None,38.23,0,1
7069,53,Low,Unemployed,612,2020-08-19,13713.29,0,19840.98,Federal,West,None,8.43,0,1
7070,18,Low,Employed,716,2021-11-20,7619.28,0,26266.78,Axis,North,None,52.85,0,0
7071,49,High,Employed,683,2021-03-14,31123.72,0,81648.55,Axis,North,None,47.17,0,1
7072,27,Low,Self-Employed,713,2022-06-30,12705.54,0,46244.64,HDFC,East,None,0.0,0,1
7073,23,High,Employed,704,2021-03-23,37412.37,0,114547.87,Kotak Mahindra,South,None,0.0,0,1
7074,48,Medium,Employed,695,2021-10-25,10076.33,0,39469.43,ICICI,South,None,23.08,0,1
7075,44,Medium,Employed,736,2021-05-20,32468.33,0,109703.45,Kotak Mahindra,Central,None,56.67,0,0
7076,49,Medium,Employed,672,2021-06-21,22625.25,0,78370.72,Federal,Central,None,82.93,0,0
7077,45,Low,Employed,722,2021-09-11,1599.95,0,4452.37,HDFC,West,None,19.38,0,0
7078,57,Medium,Self-Employed,669,2021-12-15,12291.47,0,26816.91,HDFC,Central,None,28.93,0,1
7079,42,High,Self-Employed,673,2020-12-06,19912.39,0,49037.69,ICICI,East,None,14.76,0,0
7080,35,Low,Employed,650,2021-05-26,2081.02,0,4362.66,HDFC,Central,None,35.72,0,1
7081,40,Medium,Employed,687,2020-11-27,18641.88,0,56605.45,IDFC First,East,None,36.22,0,1
7082,49,Medium,Employed,667,2020-09-14,19236.3,0,18683.2,Axis,Central,None,59.74,0,0
7083,29,Medium,Employed,767,2022-11-29,24239.51,0,68939.2,Others,East,None,10.73,0,1
7084,30,Low,Employed,598,2020-09-14,10797.64,1,29156.74,HDFC,North,Medical,59.95,0,0
7085,33,Medium,Self-Employed,733,2020-07-22,28455.32,0,75539.09,HDFC,West,None,55.54,0,1
7086,18,High,Employed,595,2020-12-13,60380.74,0,103284.84,Federal,Central,None,29.0,0,1
7087,38,Low,Self-Employed,712,2022-12-07,10432.63,0,12629.81,SBI,Central,None,24.78,1,1
7088,18,Medium,Self-Employed,629,2021-09-26,23562.96,0,41038.42,SBI,South,None,35.29,0,0
7089,37,Medium,Employed,733,2021-12-22,29678.29,0,72481.71,Federal,North,None,25.13,0,1
7090,45,Medium,Employed,692,2023-04-09,24129.49,0,58180.75,IDFC First,West,None,33.21,0,0
7091,32,Medium,Unemployed,544,2020-08-17,10472.35,1,24284.74,SBI,South,Overspending,3.48,0,0
7092,53,Medium,Self-Employed,761,2022-09-04,6070.22,0,15091.34,ICICI,Central,None,33.58,0,0
7093,22,Low,Student,706,2021-05-15,2871.57,0,4600.61,HDFC,Central,None,31.88,0,1
7094,48,High,Employed,730,2020-06-10,46305.02,0,124811.51,RBL,North,None,43.5,1,1
7095,43,High,Student,621,2020-04-18,33883.84,0,20232.64,SBI,East,None,65.63,0,1
7096,19,Low,Employed,748,2022-01-18,9135.21,0,33493.6,HDFC,North,None,36.36,0,1
7097,64,Medium,Employed,623,2020-09-10,17422.08,0,37766.32,ICICI,East,None,20.55,0,1
7098,36,Medium,Employed,566,2020-12-29,10806.5,0,43026.03,Axis,East,None,5.48,0,1
7099,28,High,Employed,606,2021-06-11,0.0,0,0.0,SBI,South,None,51.26,1,0
7100,22,High,Self-Employed,624,2020-02-20,15601.06,1,45423.38,Others,West,Medical,44.74,0,1
7101,34,High,Employed,654,2021-05-06,74946.41,0,315065.94,SBI,South,None,38.73,0,1
7102,35,Low,Unemployed,603,2020-04-06,12814.27,0,36085.31,HDFC,South,None,43.35,0,0
7103,38,High,Employed,676,2020-06-07,25022.83,0,45169.99,SBI,West,None,56.99,0,1
7104,34,High,Student,621,2020-11-01,29300.43,0,101326.2,HDFC,East,None,46.48,0,1
7105,43,Low,Employed,573,2020-08-20,5489.05,0,15424.89,ICICI,Central,None,46.27,0,1
7106,33,Low,Self-Employed,691,2020-03-05,13451.55,0,18293.93,Axis,South,None,68.71,0,1
7107,18,Medium,Employed,684,2020-09-09,29090.25,0,32163.91,RBL,East,None,41.35,0,1
7108,35,Medium,Employed,658,2022-05-14,29637.13,0,51712.26,SBI,East,None,26.67,1,0
7109,18,Low,Self-Employed,763,2021-08-17,2935.34,0,11819.9,Others,East,None,66.13,1,1
7110,40,Low,Employed,685,2021-08-02,16928.63,0,44835.94,SBI,North,None,28.82,0,0
7111,27,Low,Employed,703,2022-03-18,6546.87,0,15991.16,HDFC,South,None,15.68,0,0
7112,38,Medium,Self-Employed,727,2023-01-12,28376.52,0,105874.26,SBI,East,None,48.58,0,1
7113,50,Low,Employed,610,2021-09-13,9460.92,0,40876.64,SBI,West,None,53.03,0,1
7114,27,Medium,Employed,698,2023-02-05,2895.04,0,7384.12,ICICI,West,None,24.13,0,1
7115,47,Low,Employed,747,2022-01-23,5424.97,0,17254.16,SBI,Central,None,56.89,0,1
7116,32,High,Employed,694,2020-11-13,39194.8,0,125299.33,Axis,North,None,40.2,0,1
7117,54,High,Self-Employed,601,2022-08-14,23511.18,0,85421.59,Axis,Central,None,30.86,0,1
7118,33,High,Employed,671,2021-04-17,10389.18,0,25000.95,HDFC,South,None,40.75,0,0
7119,28,Medium,Employed,711,2020-11-13,15406.7,1,57446.36,SBI,West,Medical,27.86,0,0
7120,43,Low,Self-Employed,553,2020-08-28,14537.92,1,12831.28,HDFC,South,Medical,39.86,0,0
7121,32,Medium,Self-Employed,598,2023-06-03,25518.52,0,73382.06,HDFC,North,None,73.69,0,1
7122,28,Low,Unemployed,748,2022-02-23,5224.36,0,8314.77,SBI,East,None,33.4,0,0
7123,32,High,Employed,729,2021-10-28,44390.16,0,87234.88,SBI,West,None,33.04,0,1
7124,36,Low,Employed,789,2021-02-05,1191.77,0,4765.55,RBL,North,None,22.83,0,0
7125,50,Medium,Employed,751,2021-04-05,19766.72,0,42301.03,SBI,Central,None,31.26,0,0
7126,18,Medium,Employed,723,2021-12-01,538.67,0,1351.7,Kotak Mahindra,East,None,14.75,1,0
7127,37,High,Employed,681,2022-07-17,16163.61,0,36632.98,ICICI,East,None,30.93,0,1
7128,43,Medium,Unemployed,652,2021-07-05,27936.55,0,73371.05,HDFC,West,None,26.1,0,1
7129,38,Medium,Unemployed,716,2021-11-30,13931.57,0,49380.02,Kotak Mahindra,South,None,35.16,0,1
7130,50,Medium,Employed,749,2020-11-21,15328.51,0,36596.25,ICICI,North,None,19.37,0,1
7131,36,Medium,Employed,710,2020-11-02,18875.94,0,66156.09,IDFC First,West,None,89.73,0,1
7132,35,Low,Employed,689,2021-03-20,15643.71,0,48124.82,Axis,North,None,23.98,0,0
7133,42,High,Unemployed,659,2021-05-08,0.0,1,0.0,IDFC First,West,Job Loss,31.93,0,0
7134,37,Medium,Unemployed,598,2022-11-16,10530.31,0,30907.97,Kotak Mahindra,East,None,45.33,1,1
7135,33,Low,Employed,729,2020-11-23,19788.94,0,73921.14,Others,Central,None,48.16,1,1
7136,42,High,Self-Employed,638,2021-04-15,62741.14,0,160090.8,ICICI,South,None,55.34,0,1
7137,30,Medium,Employed,678,2023-07-19,24955.53,0,68930.98,IDFC First,Central,None,35.02,0,1
7138,30,High,Employed,638,2020-08-17,44712.12,0,135041.32,Kotak Mahindra,North,None,23.43,0,0
7139,31,High,Employed,673,2022-01-21,34459.23,0,124288.19,ICICI,Central,None,69.96,0,0
7140,50,High,Employed,658,2020-05-12,11969.66,0,47494.24,HDFC,West,None,22.44,1,1
7141,18,Low,Employed,801,2022-03-30,5750.41,0,19856.88,Federal,Central,None,35.76,1,0
7142,40,Low,Employed,646,2021-09-17,7243.45,0,19294.05,Axis,East,None,41.14,0,1
7143,37,High,Employed,723,2021-03-30,62316.08,0,203358.29,SBI,South,None,53.03,0,1
7144,20,High,Employed,643,2022-08-05,46398.71,0,159713.04,Kotak Mahindra,Central,None,49.16,0,1
7145,40,Medium,Self-Employed,682,2020-07-15,20355.98,0,30544.3,ICICI,West,None,28.53,0,0
7146,41,Medium,Employed,717,2021-09-11,13159.16,0,1923.52,SBI,West,None,44.2,0,1
7147,42,Low,Unemployed,518,2022-09-22,5496.69,1,4271.49,RBL,Central,Overspending,9.02,0,0
7148,18,High,Employed,616,2020-08-08,4497.26,0,10286.26,RBL,East,None,84.03,1,0
7149,50,Low,Employed,642,2022-03-10,8996.54,0,24719.2,SBI,East,None,24.0,0,0
7150,29,Low,Employed,621,2022-01-14,1645.28,0,2424.4,HDFC,West,None,58.04,0,0
7151,43,Medium,Employed,705,2022-06-18,16214.15,0,46497.08,ICICI,West,None,20.67,0,1
7152,44,Low,Employed,714,2021-02-06,12975.33,0,34106.51,Kotak Mahindra,Central,None,52.94,0,0
7153,28,High,Employed,636,2022-06-21,44675.33,0,87453.2,HDFC,North,None,20.11,0,0
7154,43,Low,Unemployed,637,2020-12-28,9522.64,0,30549.69,Axis,West,None,57.96,1,0
7155,33,Low,Self-Employed,654,2020-11-15,13983.34,0,15441.57,RBL,Central,None,78.22,0,1
7156,18,Medium,Unemployed,624,2021-12-19,26545.95,0,70377.13,SBI,South,None,41.72,0,1
7157,48,Medium,Employed,662,2021-03-09,18377.72,0,74566.49,ICICI,North,None,51.5,0,1
7158,29,Low,Employed,729,2021-05-08,0.0,0,0.0,Axis,East,None,59.49,0,0
7159,28,Medium,Employed,798,2023-04-21,15539.75,0,50802.88,Axis,Central,None,28.59,0,1
7160,32,Medium,Self-Employed,726,2022-06-13,18882.14,0,61109.95,IDFC First,Central,None,59.14,0,1
7161,39,High,Student,743,2020-01-14,39593.51,0,84734.58,RBL,Central,None,31.31,0,1
7162,36,Low,Unemployed,545,2021-05-10,0.0,0,0.0,SBI,West,None,83.27,0,1
7163,42,High,Employed,659,2022-01-18,43242.55,0,81912.77,Kotak Mahindra,West,None,16.21,0,1
7164,23,Medium,Employed,733,2020-04-11,27108.22,0,76220.03,HDFC,North,None,43.5,0,1
7165,29,Low,Employed,790,2021-11-14,6012.11,0,21372.1,SBI,Central,None,19.58,0,0
7166,35,Low,Employed,739,2021-10-30,10107.3,0,8953.8,HDFC,South,None,63.94,0,1
7167,55,Medium,Employed,638,2021-01-25,13033.83,0,22251.11,ICICI,South,None,89.98,0,1
7168,35,Low,Employed,673,2021-02-09,9060.16,0,22880.2,HDFC,East,None,45.76,0,1
7169,47,Low,Employed,720,2021-08-08,17235.74,1,28693.47,HDFC,Central,Medical,78.78,1,0
7170,37,Low,Employed,690,2021-02-08,5785.64,0,22808.18,Kotak Mahindra,South,None,56.67,1,1
7171,32,Medium,Employed,652,2022-04-07,8225.85,0,19415.07,ICICI,East,None,73.58,0,0
7172,34,Medium,Self-Employed,662,2022-06-07,27125.38,0,75122.79,HDFC,North,None,56.65,0,1
7173,35,Low,Employed,699,2021-05-30,6495.87,0,10809.34,Others,Central,None,75.25,0,0
7174,43,Medium,Employed,634,2022-02-15,11904.09,0,38337.04,Kotak Mahindra,Central,None,72.43,0,0
7175,50,Medium,Self-Employed,739,2020-06-23,12213.12,0,19314.89,Others,West,None,30.39,1,1
7176,40,Low,Employed,673,2020-09-01,9047.55,0,26675.61,HDFC,North,None,30.89,0,1
7177,48,High,Employed,695,2021-05-06,40289.68,0,165212.41,Others,Central,None,36.37,1,1
7178,27,Medium,Unemployed,692,2020-06-14,32554.04,1,108277.32,HDFC,North,Overspending,28.01,0,1
7179,32,High,Employed,692,2020-08-18,47766.51,0,128610.78,SBI,South,None,51.61,0,1
7180,29,Low,Employed,758,2022-09-03,12658.73,0,21725.04,Axis,South,None,69.53,0,1
7181,40,High,Employed,638,2020-04-17,39835.57,0,71148.38,SBI,South,None,50.91,0,1
7182,33,Medium,Employed,725,2020-09-24,24602.97,0,72400.33,SBI,East,None,34.01,0,1
7183,44,Medium,Employed,750,2021-01-02,19218.64,0,50794.49,SBI,East,None,45.05,0,0
7184,27,Medium,Employed,650,2021-06-18,37810.65,1,128867.91,ICICI,South,Job Loss,1.23,1,0
7185,37,Low,Employed,689,2021-12-07,10195.55,0,25047.24,HDFC,West,None,17.49,0,1
7186,43,High,Student,650,2021-04-04,10393.56,0,31540.06,HDFC,South,None,34.08,1,0
7187,18,Medium,Employed,712,2020-07-24,17836.63,0,46383.2,HDFC,West,None,50.53,0,0
7188,58,Low,Self-Employed,708,2021-01-02,9005.66,0,28345.69,ICICI,South,None,35.18,0,1
7189,34,Low,Employed,645,2020-10-01,7796.43,0,17107.74,SBI,South,None,44.15,0,0
7190,18,Low,Employed,696,2021-10-24,12034.31,0,12495.95,Federal,East,None,35.45,0,1
7191,38,Medium,Employed,795,2021-02-19,14921.99,0,52159.03,Axis,South,None,32.27,0,1
7192,37,Medium,Self-Employed,743,2021-05-10,20045.62,0,47361.42,Kotak Mahindra,North,None,17.36,0,1
7193,36,Medium,Self-Employed,727,2022-02-22,28921.3,0,111566.13,SBI,South,None,49.17,0,1
7194,46,Low,Employed,688,2021-04-15,913.68,0,2379.79,SBI,South,None,30.94,0,0
7195,44,Medium,Employed,827,2021-03-29,10272.27,0,26000.41,SBI,North,None,42.85,0,1
7196,39,Medium,Student,721,2021-02-21,39076.77,0,149758.2,ICICI,East,None,27.78,1,1
7197,41,Low,Unemployed,632,2020-09-30,6106.44,1,11299.95,RBL,West,Medical,51.86,0,0
7198,35,Low,Employed,713,2022-10-18,12178.06,0,25147.6,Kotak Mahindra,South,None,42.34,0,1
7199,54,Low,Employed,672,2021-12-27,13358.3,0,39257.31,RBL,East,None,45.54,1,1
7200,22,High,Unemployed,653,2022-05-15,14045.95,0,23210.98,ICICI,South,None,24.89,0,0
7201,38,Medium,Employed,735,2020-03-26,11397.75,0,48932.93,ICICI,West,None,23.74,0,0
7202,37,High,Self-Employed,722,2021-03-16,40182.2,0,87798.62,HDFC,West,None,46.68,0,1
7203,45,Low,Employed,689,2022-01-25,4620.97,0,10676.0,Axis,South,None,11.61,0,0
7204,28,High,Self-Employed,591,2020-12-03,48042.9,0,185470.51,SBI,Central,None,57.84,0,1
7205,19,Medium,Employed,714,2022-05-10,25271.25,0,64799.6,HDFC,West,None,38.04,0,0
7206,38,Medium,Employed,742,2022-09-17,22045.9,0,36888.02,HDFC,East,None,20.71,0,1
7207,39,Low,Employed,641,2021-08-22,7751.13,0,26928.4,HDFC,West,None,10.07,0,0
7208,51,Medium,Unemployed,624,2021-09-15,25757.23,0,86679.57,Axis,South,None,60.46,0,1
7209,24,High,Self-Employed,760,2020-11-10,63864.25,0,88343.48,HDFC,East,None,0.0,0,1
7210,48,Low,Unemployed,557,2020-11-04,14508.71,0,26198.02,Axis,South,None,49.56,0,1
7211,60,Low,Unemployed,612,2020-05-18,9347.8,0,14113.33,SBI,South,None,42.87,0,0
7212,33,Medium,Employed,789,2020-06-26,11232.78,0,0.0,HDFC,West,None,52.84,0,1
7213,24,High,Employed,709,2021-06-20,36490.79,0,168351.72,HDFC,South,None,18.66,0,1
7214,32,Medium,Self-Employed,648,2021-01-06,26769.35,0,29208.78,HDFC,North,None,26.83,0,1
7215,37,Low,Unemployed,629,2021-10-27,13493.89,0,22563.72,ICICI,Central,None,46.63,0,1
7216,42,Medium,Employed,749,2022-06-16,30664.29,0,91841.59,Axis,East,None,41.35,0,1
7217,31,Low,Employed,687,2022-05-14,7118.27,0,20215.37,HDFC,Central,None,57.62,0,1
7218,52,High,Employed,735,2021-07-31,44507.24,0,140567.67,SBI,South,None,39.55,0,1
7219,25,Medium,Employed,714,2020-08-12,25198.79,0,70248.12,Kotak Mahindra,East,None,68.19,0,1
7220,19,Medium,Self-Employed,699,2021-04-05,34609.6,0,139413.24,Federal,West,None,43.12,0,0
7221,48,Low,Self-Employed,719,2020-11-09,4222.53,0,8111.71,Federal,South,None,72.52,0,0
7222,18,High,Self-Employed,662,2020-08-07,49196.82,0,209457.07,HDFC,Central,None,74.9,0,1
7223,34,Medium,Unemployed,573,2022-12-20,14855.01,1,31116.66,Others,North,Medical,75.18,1,0
7224,68,High,Employed,728,2022-04-13,63368.82,0,78205.38,Others,East,None,25.9,1,0
7225,36,Medium,Employed,692,2022-02-16,19673.34,0,41641.04,SBI,West,None,64.56,0,1
7226,25,High,Unemployed,603,2020-03-28,44767.28,1,134804.12,Axis,Central,Overspending,40.02,0,0
7227,36,High,Employed,731,2021-11-13,23244.04,0,87534.7,ICICI,North,None,39.9,1,1
7228,36,Low,Employed,776,2022-02-11,5860.76,0,18657.87,ICICI,Central,None,56.47,0,0
7229,38,High,Self-Employed,670,2022-08-04,79692.32,0,104467.69,ICICI,Central,None,33.72,0,1
7230,43,Low,Unemployed,630,2021-09-14,11076.28,0,18088.99,SBI,South,None,6.8,0,1
7231,26,Medium,Self-Employed,609,2020-08-21,21868.38,0,42280.87,Federal,North,None,40.72,0,1
7232,53,High,Self-Employed,666,2021-04-16,67426.57,0,186276.95,SBI,Central,None,78.52,0,1
7233,39,Low,Employed,713,2021-04-30,15544.51,0,54786.23,SBI,South,None,33.18,0,1
7234,44,Medium,Employed,698,2022-03-12,19600.33,0,52029.72,Others,Central,None,38.67,0,1
7235,30,Medium,Unemployed,608,2022-08-30,12364.75,0,10732.38,ICICI,Central,None,48.02,0,0
7236,49,Medium,Self-Employed,723,2022-10-17,18476.82,0,71245.63,RBL,North,None,32.86,0,0
7237,34,High,Employed,703,2021-02-13,32782.58,0,61259.63,SBI,Central,None,36.34,1,1
7238,39,Medium,Employed,855,2021-07-11,21014.08,0,79211.09,Axis,Central,None,42.74,0,1
7239,27,High,Self-Employed,692,2021-09-18,45444.74,0,98437.49,HDFC,South,None,32.18,0,1
7240,27,Low,Employed,535,2022-03-11,20612.76,0,47381.49,ICICI,Central,None,66.41,0,1
7241,43,Low,Self-Employed,613,2021-11-02,2805.62,1,7994.6,Kotak Mahindra,West,Overspending,82.38,0,0
7242,32,Medium,Employed,731,2020-04-15,6917.26,0,23552.08,SBI,East,None,49.28,0,0
7243,28,Medium,Employed,661,2021-06-04,14117.94,0,66050.97,ICICI,West,None,30.37,0,1
7244,30,Low,Self-Employed,645,2022-01-30,0.0,0,0.0,Kotak Mahindra,South,None,50.18,0,1
7245,43,Medium,Employed,625,2020-04-05,1078.38,0,2516.1,SBI,North,None,17.19,0,0
7246,30,Low,Employed,671,2020-05-09,1370.98,0,2200.62,Axis,South,None,12.37,0,0
7247,35,Medium,Unemployed,641,2021-06-20,31332.83,0,52206.61,Kotak Mahindra,South,None,38.64,0,0
7248,37,Low,Self-Employed,703,2021-01-18,1241.46,0,2855.76,ICICI,North,None,65.23,0,0
7249,18,Medium,Employed,638,2021-07-29,3028.54,0,10603.39,SBI,North,None,68.2,1,0
7250,22,Medium,Employed,748,2021-12-25,11558.92,0,22338.03,IDFC First,North,None,47.99,0,0
7251,40,High,Employed,628,2020-09-25,47993.13,0,167369.12,Kotak Mahindra,South,None,54.52,0,1
7252,29,Medium,Employed,726,2020-05-24,14874.96,0,31535.16,HDFC,North,None,44.81,0,0
7253,47,Medium,Employed,720,2022-10-26,16584.02,0,59846.64,HDFC,West,None,38.19,0,1
7254,46,High,Employed,643,2021-11-11,28519.07,0,953.63,Kotak Mahindra,South,None,16.23,0,1
7255,44,Medium,Employed,636,2022-03-27,6759.17,0,12614.43,Axis,North,None,63.9,0,0
7256,55,Low,Employed,722,2021-03-20,3379.36,0,11886.85,Axis,West,None,31.57,1,0
7257,36,High,Employed,666,2021-12-27,23647.75,0,70008.68,SBI,North,None,56.74,0,1
7258,43,Medium,Employed,688,2022-05-31,26338.67,0,62537.08,Kotak Mahindra,Central,None,39.57,0,0
7259,31,Medium,Student,701,2021-10-30,8799.22,0,24730.51,IDFC First,East,None,20.98,0,0
7260,61,Medium,Student,688,2022-01-23,30202.49,0,89312.07,SBI,East,None,23.76,0,1
7261,56,High,Employed,645,2021-06-18,53671.77,0,132247.29,Others,North,None,28.98,0,0
7262,37,High,Self-Employed,676,2021-10-10,8715.83,0,19189.23,SBI,Central,None,42.31,0,1
7263,40,High,Self-Employed,623,2021-04-30,47718.41,0,163307.3,ICICI,West,None,64.11,0,1
7264,50,Low,Employed,752,2021-06-02,8277.64,0,27927.32,Kotak Mahindra,South,None,54.26,0,1
7265,35,Medium,Employed,792,2023-02-18,33606.54,0,119243.37,Axis,Central,None,24.47,0,0
